# LOW                HIGH                9.25_COUNT          9.5_COUNT           9.75_COUNT          10_COUNT            10.25_COUNT         10.5_COUNT         10.75_COUNT        11_COUNT            11.25_COUNT         11.5_COUNT         
  0.5                0.52                0.7224713502740409  0.7596463022508038  0.8182255735600834  0.839006945877175   0.8948007367716009  0.9474392355703944 1.0573954591720853 1.1019116470453767  1.0166418143995877  0.9344752633436751 
  0.52               0.54                0.57299451918286    0.7154340836012861  0.8075298144285791  0.839006945877175   0.907359343603483   1.0253024206106964 1.0637045012912505 1.1172705452051663  1.0557611236906537  0.9976405892953351 
  0.54               0.56                0.5480817140009966  0.7516077170418006  0.7219637413765442  0.8458840519909222  0.8445663094440724  0.999140390437155  1.1410954179530102 1.2104954851983085  1.1234145174057915  1.2168614264216844 
  0.56               0.5800000000000001  0.3799202790234181  0.6672025723472669  0.6658110059361463  0.7977443091946909  0.8780559276624247  1.0109755945632808 1.1898853436745542 1.2655017716310437  1.2605622135085877  1.3199695320192468 
  0.58               0.6                 0.48579970104633785 0.562700964630225   0.6604631263703942  0.75476239598377    0.8696835231078367  1.0053694452403792 1.1726406285488362 1.2808606697908334  1.2936985696139613  1.5717019339736564 
  0.6                0.62                0.336322869955157   0.542604501607717   0.6069843307128724  0.6911491644316072  0.745144005358339   0.9804532260274825 1.159181338694617  1.3422962624299921  1.4225621766904144  1.5670574247125049 
  0.62               0.64                0.4110612855007474  0.45016077170418    0.5454837157067223  0.6155009971803865  0.7420043536503684  0.9623889670981325 1.1558165162310623 1.3758715281746488  1.409675815982769   1.7816337525777026 
  0.64               0.66                0.4110612855007474  0.47025723472668807 0.5428097759238462  0.5931504023107077  0.7566560616208976  0.9854364698700618 1.286623989501754  1.4473082638015775  1.6301246295171297  1.9488360859791556 
  0.66               0.68                0.28649725959143    0.40192926045016075 0.4732873415690679  0.5415721064576027  0.796424983255191   0.9380956533655582 1.171378820125003  1.4355212024231343  1.6204598589863957  2.0054990989652035 
  0.68               0.7000000000000001  0.3487792725460887  0.3697749196141479  0.45189582330605915 0.5811154666116498  0.69176992632284    0.9412101807671703 1.162966763966116  1.4240913247228255  1.6338064468621711  2.0082858045218943 
  0.7000000000000001 0.7200000000000001  0.31763826606875933 0.34163987138263663 0.42248248569442215 0.5862732961969603  0.6718854655056933  0.9138023396329841 1.212597895303549  1.458738141501886   1.7083632480992617  2.0630910138034815 
  0.72               0.74                0.2491280518186348  0.2934083601286173  0.32087277394513075 0.4280998555807716  0.6467682518419291  0.8770509162939615 1.0817904220328574 1.3998028346096698  1.6710848474807163  1.9423337730135435 
  0.74               0.76                0.28026905829596416 0.30144694533762056 0.3075030750307503  0.3799601127845403  0.6132786336235767  0.8907548368610546 1.1326833617941232 1.386587038518688   1.674766664825758   1.9785609452505248 
  0.76               0.78                0.143248629795715   0.2170418006430868  0.32354671372800686 0.38339866584141397 0.5703700602813129  0.810400029899463  1.0342623047351465 1.358369527946051   1.6397894000478634  1.893101974845338  
  0.78               0.8                 0.23667164922770306 0.18890675241157556 0.3181988341622547  0.4263805790523348  0.5159494306764904  0.8066625970175285 1.043515566509922  1.325508629557664   1.616317814473224   1.7491221877496423 
  0.8                0.8200000000000001  0.18061783756851021 0.23311897106109322 0.208567303064335   0.34729385874424046 0.5190890823844608  0.7219474516936799 0.9842105705897692 1.2515716081837926  1.5127667016439315  1.569844130269196  
  0.8200000000000001 0.8400000000000001  0.09965122072745392 0.18890675241157556 0.2620460987218568  0.35760951791486145 0.5222287340924314  0.7630592133949594 1.0086055334505413 1.2208538118642132  1.4202610408497633  1.5726308358258867 
  0.84               0.86                0.1868460388639761  0.1527331189710611  0.2139151826300872  0.2939962863626986  0.45629604822505027 0.6939167050791712 0.9429914954112233 1.1765630357755172  1.336499696250069   1.373845839448604  
  0.86               0.88                0.1245640259093174  0.12861736334405144 0.1764800256698219  0.2939962863626986  0.5442062960482251  0.6908021776775591 0.91943773816634   1.0944107898045492  1.2324883562526463  1.228937150500678  
  0.88               0.9                 0.10587942202291978 0.1607717041800643  0.2058933632814589  0.2578914792655251  0.47618050904219694 0.7238161681346472 0.8462528495840238 1.0097582580866387  1.1648349625375085  1.0933174800750554 
  0.9                0.92                0.08719481813652218 0.10048231511254019 0.19787154393283063 0.2939962863626986  0.45629604822505027 0.6702462968269194 0.831952354113916  0.967253400388616   1.122494063069531   0.9744180429895778 
  0.92               0.9400000000000001  0.09342301943198805 0.11655948553054661 0.17380608588694582 0.28196135066364075 0.4374581379772271  0.6795898790317557 0.8311111484980274 0.9947565436049836  1.0796929364334236  0.98184925780742   
  0.9400000000000001 0.9600000000000001  0.09965122072745392 0.12459807073954983 0.17915396545269802 0.24241799050959356 0.46257535164099134 0.6789669735514332 0.8740126349083506 0.9901131557892331  0.9927100016568178  0.9799914541029595 
  0.96               0.98                0.143248629795715   0.09244372990353697 0.1550885074068132  0.3094697751186301  0.5431597454789016  0.8459056422778407 0.9926226267486561 1.0894102183106642  1.1763406417407631  0.9753469448418081 
  0.98               1.0                 0.09342301943198805 0.22508038585209    0.41713460612867    0.8940237947871535  1.5918034159410583  2.660429306457038  3.7160258081882955 5.150588638701566   7.098543841240035   7.858509669868282  
  1.0                1.02                0.0                 0.0                 0.0                 0.0                 0.0                 0.0                0.0                0.0                 0.0                 0.0                
  1.02               1.04                0.0                 0.0                 0.0                 0.0                 0.0                 0.0                0.0                0.0                 0.0                 0.0                
