# LOW                 HIGH                9-9.5_COUNT         9.5-10_COUNT        10-10.5_COUNT      10.5-11_COUNT      11.5-12_COUNT       
  0.0                 0.025               5.22767246433457    4.447793055817165   2.983638564567144  0.7455738794179114 0.12453032742887815 
  0.025               0.05                3.7092046120773885  3.2104811535966173  2.570658752782225  0.9971374598722865 0.030059044551798177
  0.05                0.07500000000000001 2.730115301934727   2.2134321173688285  1.7981178491936427 0.7784872962709716 0.04079441760601181 
  0.07500000000000001 0.1                 2.143834277897205   1.8551307004876414  1.3832636963567495 0.6418888901765811 0.04079441760601181 
  0.1                 0.125               1.8682821965995697  1.6048220003767186  1.1780233511656057 0.574516825632289  0.04079441760601181 
  0.125               0.15                1.9093218682821962  1.5068751177246185  1.060564645241907  0.5514928861435286 0.03864734299516908 
  0.15000000000000002 0.17500000000000002 1.6963064295485633  1.3511646888930744  0.929360771603733  0.5340317776721869 0.04508856682769726 
  0.17500000000000002 0.2                 1.5907758452218095  1.3411188547749104  0.9046819477527431 0.5429941165335835 0.09876543209876543 
  0.2                 0.225               1.4109829978503026  1.2364747493773673  0.8643836151353039 0.5740532563808375 0.0966183574879227  
  0.225               0.25                1.282001172562048   1.2465205834955315  0.8525127884728024 0.5817794105716967 0.10520665593129361 
  0.25                0.275               1.2898182528825481  1.2314518323182853  0.8472021554922097 0.5899691340140074 0.15673644659151906 
  0.275               0.30000000000000004 1.3113152237639238  1.1653167577070382  0.8596977625053691 0.6533235983790527 0.19538378958668814 
  0.30000000000000004 0.32500000000000007 1.1784248583154189  1.1067160586844143  0.8056542621734546 0.6497695674512575 0.21256038647342995 
  0.325               0.35000000000000003 1.0513973031072892  1.105878905841234   0.8640712249599749 0.6879367691541018 0.2640901771336554  
  0.35000000000000003 0.37500000000000006 1.0142661715849128  1.0506268181913312  0.8353313288297083 0.723322555348237  0.3607085346215781  
  0.375               0.4                 0.9712722298221612  1.0263493857391013  0.8322074270764184 0.7724608960021014 0.45088566827697263 
  0.4                 0.42500000000000004 0.8774672659761578  1.0096063288754944  0.9053067281034011 0.8253077906675782 0.6462694578636607  
  0.42500000000000004 0.45000000000000007 0.8110220832519053  0.9618886168142148  0.9178023351165605 0.8750642236567113 0.8287707997852926  
  0.45                0.47500000000000003 0.8481532147742816  0.9736087566187396  0.9137412628372837 0.9691687817013762 0.951154052603328   
  0.47500000000000003 0.5                 0.7387140902872775  0.899102153575689   0.9268616502011011 0.9852391824183634 1.060654857756307   
  0.5                 0.525               0.7094000390854015  0.8354785374939828  0.9415439884415634 1.0805799251335657 1.4041867954911433  
  0.525               0.55                0.7074457690052764  0.8153868692576546  0.9634113007145925 1.1430072509957079 1.5845410628019323  
  0.55                0.5750000000000001  0.5804182137971466  0.7567861702350306  0.9677847631691983 1.1933817763201098 1.837895866881374   
  0.5750000000000001  0.6000000000000001  0.5335157318741449  0.7274858207237186  0.9406068179155764 1.234793962783115  2.1642512077294684  
  0.6000000000000001  0.6250000000000001  0.4768418995505178  0.6278646323852577  0.885938537233004  1.2542638713440801 2.207192699946323   
  0.625               0.65                0.4201680672268907  0.6086101169921098  0.8834394158303721 1.3278168592410597 2.2028985507246377  
  0.65                0.675               0.3888997459448895  0.5341035139490592  0.9043695575774141 1.3313708901688548 2.2050456253354804  
  0.675               0.7000000000000001  0.36349423490326355 0.5215462213013541  0.8512632277714866 1.3064926736742883 2.25228126677402    
  0.7000000000000001  0.7250000000000001  0.3029118624193863  0.49894309453548474 0.8265844039204966 1.338169905856811  2.198604401502952   
  0.7250000000000001  0.7500000000000001  0.29314051201876096 0.3792302379606956  0.795657776562927  1.2504007942486506 2.037573805689748   
  0.75                0.775               0.22669532929450847 0.355789958351646   0.7325549611464719 1.232167070358223  1.8443370907139023  
  0.775               0.8                 0.21496970881375801 0.3691844038425315  0.7019407239642312 1.1992536535051628 1.586688137412775   
  0.8                 0.8250000000000001  0.20519835841313266 0.3005378707017433  0.6507087352102776 1.1241554347700116 1.4106280193236715  
  0.8250000000000001  0.8500000000000001  0.160250146570256   0.28714342521085784 0.6547698074895544 1.103603864622326  1.1443907675791734  
  0.8500000000000001  0.8750000000000001  0.13093609536837988 0.2570059228563655  0.6175953766254051 1.0524567238788383 0.8824476650563607  
  0.875               0.9                 0.14266171584913032 0.2444486302086603  0.6307157639892225 0.9359463186806818 0.8008588298443371  
  0.9                 0.925               0.11139339456712916 0.2620288399154475  0.5810457261119137 0.9127678561081042 0.6591519055287172  
  0.925               0.9500000000000001  0.08598788352550321 0.23775140746321757 0.6082236713655355 0.9042690864981591 0.620504562533548   
  0.9500000000000001  0.9750000000000001  0.1153019347273793  0.21263682216780727 0.661642391346792  0.9901839211005132 0.6741814278046162  
  0.9750000000000001  1.0                 0.17002149697088134 0.6236788681693559  1.967120934046624  3.83139986324707   4.493827160493828   
  1.0                 1.025               0.0                 0.0                 0.0                0.0                0.0                 
